ORI - Agency,Crime Against,MICR Offense,Offenses
 Saginaw Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,6
 Saginaw Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,2
 Saginaw Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,5
 Saginaw Police Department Total,Person, Sexual Penetration Object CSC 1st,1
 Saginaw Police Department Total,Person, Sexual Penetration Object CSC 3rd,0
 Saginaw Police Department Total,Person, Sexual Contact Forcible CSC 2nd,22
 Saginaw Police Department Total,Person, Sexual Contact Forcible CSC 4th,10
 Saginaw Police Department Total,Person, Nonaggravated Assault,779
 Saginaw Police Department Total,Person, Aggravated/Felonious Assault,669
 Saginaw Police Department Total,Person, Intimidation/Stalking,154
 Saginaw Police Department Total,Person, Non,28
 Saginaw Police Department Total,Person, Sexual Penetration Nonforcible Other,1
 Saginaw Police Department Total,Person,,1720
 Saginaw Police Department Total,Property, Robbery,52
 Saginaw Police Department Total,Property, Arson,24
 Saginaw Police Department Total,Property, Extortion,3
 Saginaw Police Department Total,Property, Burglary Forced Entry,194
 Saginaw Police Department Total,Property, Burglary Entry Without Force (Intent),38
 Saginaw Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,3
 Saginaw Police Department Total,Property, Larceny Pocketpicking,3
 Saginaw Police Department Total,Property, Larceny Pursesnatching,4
 Saginaw Police Department Total,Property, Larceny Theft from Building,14
 Saginaw Police Department Total,Property, Larceny Theft from Coin Operated Machine/Device,0
 Saginaw Police Department Total,Property, Larceny Theft from Motor Vehicle,91
 Saginaw Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,30
 Saginaw Police Department Total,Property, Larceny Other,273
 Saginaw Police Department Total,Property, Motor Vehicle Theft,114
 Saginaw Police Department Total,Property, Motor Vehicle as Stolen Property,11
 Saginaw Police Department Total,Property, Forgery/Counterfeiting,8
 Saginaw Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,74
 Saginaw Police Department Total,Property, Fraud Credit Card/ATM,4
 Saginaw Police Department Total,Property, Fraud Impersonation,10
 Saginaw Police Department Total,Property, Fraud Welfare,1
 Saginaw Police Department Total,Property, Fraud Wire,12
 Saginaw Police Department Total,Property, Fraud Bad Checks,3
 Saginaw Police Department Total,Property, Fraud Identity Theft,25
 Saginaw Police Department Total,Property, Embezzlement,3
 Saginaw Police Department Total,Property, Stolen Property,6
 Saginaw Police Department Total,Property, Damage To Property,447
 Saginaw Police Department Total,Property, Retail Fraud Theft,12
 Saginaw Police Department Total,Property, Bribery,0
 Saginaw Police Department Total,Property,,1459
 Saginaw Police Department Total,Society, Violation of Controlled Substance,46
 Saginaw Police Department Total,Society, Narcotic Equipment Violations,18
 Saginaw Police Department Total,Society, Obscenity,4
 Saginaw Police Department Total,Society, Family Abuse/Neglect Nonviolent,76
 Saginaw Police Department Total,Society, Family Other,1
 Saginaw Police Department Total,Society, Liquor Violations Other,12
 Saginaw Police Department Total,Society, Weapons Offense Concealed,48
 Saginaw Police Department Total,Society, Weapons Offense Explosives,2
 Saginaw Police Department Total,Society, Weapons Offense Other,24
 Saginaw Police Department Total,Society, Disorderly Conduct,38
 Saginaw Police Department Total,Society, Public Peace Other,150
 Saginaw Police Department Total,Society, OUIL or OUID,77
 Saginaw Police Department Total,Society, Trespass,31
 Saginaw Police Department Total,Society, Vagrancy,1
 Saginaw Police Department Total,Society, Animal Cruelty,6
 Saginaw Police Department Total,Society,,534
 Saginaw Police Department Total,All Other, Immigration,15
 Saginaw Police Department Total,All Other, Negligent Homicide Vehicle/Boat,2
 Saginaw Police Department Total,All Other, Sex Offense Other,32
 Saginaw Police Department Total,All Other, Obstructing Police,145
 Saginaw Police Department Total,All Other, Escape/Flight,65
 Saginaw Police Department Total,All Other, Obstructing Justice,170
 Saginaw Police Department Total,All Other, Hit And Run Motor Vehicle Accident,386
 Saginaw Police Department Total,All Other, Health And Safety,24
 Saginaw Police Department Total,All Other, Civil Rights,1
 Saginaw Police Department Total,All Other, Conservation,12
 Saginaw Police Department Total,All Other, Juvenile Runaway,120
 Saginaw Police Department Total,All Other, Miscellaneous Criminal Offense,0
 Saginaw Police Department Total,All Other,,972
 Saginaw Township Police Department Total,All Other,,1949
 Saginaw Township Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),2
 Saginaw Township Police Department Total,Person, Negligent Homicide/Manslaughter (Involuntary),1
 Saginaw Township Police Department Total,Person, Kidnapping/Abduction,0
 Saginaw Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,5
 Saginaw Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1
 Saginaw Township Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,1
 Saginaw Township Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,1
 Saginaw Township Police Department Total,Person, Sexual Contact Forcible CSC 2nd,2
 Saginaw Township Police Department Total,Person, Sexual Contact Forcible CSC 4th,3
 Saginaw Township Police Department Total,Person, Nonaggravated Assault,300
 Saginaw Township Police Department Total,Person, Aggravated/Felonious Assault,49
 Saginaw Township Police Department Total,Person, Intimidation/Stalking,112
 Saginaw Township Police Department Total,Person, Sexual Penetration Nonforcible Other,0
 Saginaw Township Police Department Total,Person,,477
 Saginaw Township Police Department Total,Property, Robbery,14
 Saginaw Township Police Department Total,Property, Arson,2
 Saginaw Township Police Department Total,Property, Extortion,1
 Saginaw Township Police Department Total,Property, Burglary Forced Entry,37
 Saginaw Township Police Department Total,Property, Burglary Entry Without Force (Intent),14
 Saginaw Township Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,4
 Saginaw Township Police Department Total,Property, Larceny Pocketpicking,1
 Saginaw Township Police Department Total,Property, Larceny Pursesnatching,1
 Saginaw Township Police Department Total,Property, Larceny Theft from Building,54
 Saginaw Township Police Department Total,Property, Larceny Theft from Motor Vehicle,69
 Saginaw Township Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,45
 Saginaw Township Police Department Total,Property, Larceny Other,75
 Saginaw Township Police Department Total,Property, Motor Vehicle Theft,39
 Saginaw Township Police Department Total,Property, Motor Vehicle as Stolen Property,1
 Saginaw Township Police Department Total,Property, Motor Vehicle Fraud,0
 Saginaw Township Police Department Total,Property, Forgery/Counterfeiting,11
 Saginaw Township Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,66
 Saginaw Township Police Department Total,Property, Fraud Credit Card/ATM,25
 Saginaw Township Police Department Total,Property, Fraud Impersonation,4
 Saginaw Township Police Department Total,Property, Fraud Wire,3
 Saginaw Township Police Department Total,Property, Fraud Bad Checks,13
 Saginaw Township Police Department Total,Property, Fraud Identity Theft,32
 Saginaw Township Police Department Total,Property, Fraud Hacking/Computer Invasion,1
 Saginaw Township Police Department Total,Property, Embezzlement,15
 Saginaw Township Police Department Total,Property, Stolen Property,7
 Saginaw Township Police Department Total,Property, Damage To Property,138
 Saginaw Township Police Department Total,Property, Retail Fraud Misrepresentation,3
 Saginaw Township Police Department Total,Property, Retail Fraud Theft,173
 Saginaw Township Police Department Total,Property, Retail Fraud Refund/Exchange,2
 Saginaw Township Police Department Total,Property, Retail Fraud Organized Crime,0
 Saginaw Township Police Department Total,Property,,850
 Saginaw Township Police Department Total,Society, Violation of Controlled Substance,44
 Saginaw Township Police Department Total,Society, Narcotic Equipment Violations,12
 Saginaw Township Police Department Total,Society, Peeping Tom,1
 Saginaw Township Police Department Total,Society, Obscenity,3
 Saginaw Township Police Department Total,Society, Family Abuse/Neglect Nonviolent,20
 Saginaw Township Police Department Total,Society, Family Other,1
 Saginaw Township Police Department Total,Society, Commercialized Sex Prostitution,0
 Saginaw Township Police Department Total,Society, Liquor Violations Other,8
 Saginaw Township Police Department Total,Society, Drunkenness,1
 Saginaw Township Police Department Total,Society, Weapons Offense Concealed,14
 Saginaw Township Police Department Total,Society, Weapons Offense Explosives,0
 Saginaw Township Police Department Total,Society, Weapons Offense Other,4
 Saginaw Township Police Department Total,Society, Disorderly Conduct,40
 Saginaw Township Police Department Total,Society, Public Peace Other,11
 Saginaw Township Police Department Total,Society, OUIL or OUID,76
 Saginaw Township Police Department Total,Society, Trespass,42
 Saginaw Township Police Department Total,Society, Vagrancy,2
 Saginaw Township Police Department Total,Society, Animal Cruelty,5
 Saginaw Township Police Department Total,Society,,284
 Saginaw Township Police Department Total,All Other, Immigration,1
 Saginaw Township Police Department Total,All Other, Sex Offense Other,5
 Saginaw Township Police Department Total,All Other, Obstructing Police,43
 Saginaw Township Police Department Total,All Other, Escape/Flight,13
 Saginaw Township Police Department Total,All Other, Obstructing Justice,181
 Saginaw Township Police Department Total,All Other, Hit And Run Motor Vehicle Accident,30
 Saginaw Township Police Department Total,All Other, Health And Safety,41
 Saginaw Township Police Department Total,All Other, Civil Rights,0
 Saginaw Township Police Department Total,All Other, Conservation,1
 Saginaw Township Police Department Total,All Other, Juvenile Runaway,18
 Saginaw Township Police Department Total,All Other, Miscellaneous Criminal Offense,4
 Saginaw Township Police Department Total,All Other, Solicitation (All Crimes Except Prostitution),1
 Saginaw Township Police Department Total,All Other,,338
 Saginaw Valley State University Police Department Total,All Other,,63
 Saginaw Valley State University Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,2
 Saginaw Valley State University Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,0
 Saginaw Valley State University Police Department Total,Person, Nonaggravated Assault,4
 Saginaw Valley State University Police Department Total,Person, Aggravated/Felonious Assault,1
 Saginaw Valley State University Police Department Total,Person, Intimidation/Stalking,6
 Saginaw Valley State University Police Department Total,Person,,13
 Saginaw Valley State University Police Department Total,Property, Burglary Entry Without Force (Intent),0
 Saginaw Valley State University Police Department Total,Property, Larceny Theft from Building,5
