,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
26423, Washtenaw County Sheriff's Office Total,Person, Sexual Contact Forcible CSC 2nd,21,20,20,3,6,0.45,21,13,0.6153846153846154
26424, Washtenaw County Sheriff's Office Total,Person, Sexual Contact Forcible CSC 4th,26,24,24,3,10,0.5416666666666666,26,24,0.08333333333333333
26425, Washtenaw County Sheriff's Office Total,Person, Nonaggravated Assault,837,817,756,254,256,0.6746031746031746,837,801,0.0449438202247191
26426, Washtenaw County Sheriff's Office Total,Person, Aggravated/Felonious Assault,553,449,448,229,89,0.7098214285714286,553,588,-0.05952380952380952
26427, Washtenaw County Sheriff's Office Total,Person, Intimidation/Stalking,143,139,129,15,31,0.35658914728682173,143,95,0.5052631578947369
26428, Washtenaw County Sheriff's Office Total,Person, Non,2,2,2,0,0,0.0,2,1,1
26429, Washtenaw County Sheriff's Office Total,Person,,1661,1535,1450,516,409,0.6379310344827587,1661,1599,0.03877423389618512
26430, Washtenaw County Sheriff's Office Total,Property, Robbery,39,39,39,10,3,0.3333333333333333,39,52,-0.25
26431, Washtenaw County Sheriff's Office Total,Property, Carjacking,3,3,3,2,0,0.6666666666666666,3,3,0
26432, Washtenaw County Sheriff's Office Total,Property, Arson,6,11,11,0,0,0.0,11,10,0.1
26433, Washtenaw County Sheriff's Office Total,Property, Extortion,4,6,4,0,0,0.0,6,7,-0.14285714285714285
26434, Washtenaw County Sheriff's Office Total,Property, Burglary Forced Entry,184,200,187,28,13,0.2192513368983957,200,173,0.15606936416184972
26435, Washtenaw County Sheriff's Office Total,Property, Burglary Entry Without Force (Intent),57,49,46,9,7,0.34782608695652173,49,39,0.2564102564102564
26436, Washtenaw County Sheriff's Office Total,Property, Burglary Entry w/out Authorization w/or w/out Force,5,4,3,0,0,0.0,4,5,-0.2
26437, Washtenaw County Sheriff's Office Total,Property, Larceny Pocketpicking,0,0,0,0,0,0.0,0,3,-1
26438, Washtenaw County Sheriff's Office Total,Property, Larceny Pursesnatching,2,3,2,0,1,0.5,3,10,-0.7
26439, Washtenaw County Sheriff's Office Total,Property, Larceny Theft from Building,152,175,161,5,17,0.13664596273291926,175,198,-0.11616161616161616
26440, Washtenaw County Sheriff's Office Total,Property, Larceny Theft from Coin Operated Machine/Device,1,1,1,0,0,0.0,1,1,0
26441, Washtenaw County Sheriff's Office Total,Property, Larceny Theft from Motor Vehicle,296,293,288,2,8,0.034722222222222224,293,380,-0.22894736842105262
26442, Washtenaw County Sheriff's Office Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,64,74,72,1,2,0.041666666666666664,74,38,0.9473684210526315
26443, Washtenaw County Sheriff's Office Total,Property, Larceny Other,172,189,184,1,12,0.07065217391304347,189,160,0.18125
26444, Washtenaw County Sheriff's Office Total,Property, Motor Vehicle Theft,172,222,200,13,15,0.14,233,191,0.2198952879581152
26445, Washtenaw County Sheriff's Office Total,Property, Motor Vehicle as Stolen Property,37,41,40,22,3,0.625,41,33,0.24242424242424243
26446, Washtenaw County Sheriff's Office Total,Property, Motor Vehicle Fraud,3,6,5,1,1,0.4,6,5,0.2
26447, Washtenaw County Sheriff's Office Total,Property, Forgery/Counterfeiting,7,21,20,1,0,0.05,21,46,-0.5434782608695652
26448, Washtenaw County Sheriff's Office Total,Property, Fraud False Pretense/Swindle/Confidence Game,211,223,221,1,9,0.04524886877828054,223,170,0.31176470588235294
26449, Washtenaw County Sheriff's Office Total,Property, Fraud Credit Card/ATM,93,130,101,2,5,0.06930693069306931,130,138,-0.057971014492753624
26450, Washtenaw County Sheriff's Office Total,Property, Fraud Impersonation,1,2,2,0,0,0.0,2,0,-0.057971014492753624
26451, Washtenaw County Sheriff's Office Total,Property, Fraud Welfare,0,0,0,0,0,0.0,0,1,-1
26452, Washtenaw County Sheriff's Office Total,Property, Fraud Wire,37,40,37,0,3,0.08108108108108109,40,29,0.3793103448275862
26453, Washtenaw County Sheriff's Office Total,Property, Fraud Bad Checks,18,20,15,0,1,0.06666666666666667,20,21,-0.047619047619047616
26454, Washtenaw County Sheriff's Office Total,Property, Fraud Identity Theft,109,119,107,1,0,0.009345794392523364,119,180,-0.3388888888888889
26455, Washtenaw County Sheriff's Office Total,Property, Fraud Hacking/Computer Invasion,1,2,1,0,0,0.0,2,0,-0.3388888888888889
26456, Washtenaw County Sheriff's Office Total,Property, Embezzlement,0,14,14,1,4,0.35714285714285715,14,18,-0.2222222222222222
26457, Washtenaw County Sheriff's Office Total,Property, Stolen Property,34,37,23,12,3,0.6521739130434783,37,33,0.12121212121212122
26458, Washtenaw County Sheriff's Office Total,Property, Damage To Property,306,520,329,26,16,0.1276595744680851,520,505,0.0297029702970297
26459, Washtenaw County Sheriff's Office Total,Property, Retail Fraud Misrepresentation,0,4,4,0,0,0.0,4,18,-0.7777777777777778
26460, Washtenaw County Sheriff's Office Total,Property, Retail Fraud Theft,0,96,95,2,7,0.09473684210526316,96,149,-0.35570469798657717
26461, Washtenaw County Sheriff's Office Total,Property, Retail Fraud Refund/Exchange,0,3,2,0,0,0.0,3,1,2
26462, Washtenaw County Sheriff's Office Total,Property,,2014,2547,2217,140,130,0.12178619756427606,2558,2617,-0.02254489873901414
26463, Washtenaw County Sheriff's Office Total,Society, Violation of Controlled Substance,0,113,76,40,6,0.6052631578947368,113,117,-0.03418803418803419
26464, Washtenaw County Sheriff's Office Total,Society, Narcotic Equipment Violations,0,30,5,4,1,1.0,30,52,-0.4230769230769231
26465, Washtenaw County Sheriff's Office Total,Society, Peeping Tom,1,1,1,0,0,0.0,1,0,-0.4230769230769231
26466, Washtenaw County Sheriff's Office Total,Society, Obscenity,0,5,4,2,0,0.5,5,8,-0.375
26467, Washtenaw County Sheriff's Office Total,Society, Family Abuse/Neglect Nonviolent,64,52,42,1,17,0.42857142857142855,52,86,-0.3953488372093023
26468, Washtenaw County Sheriff's Office Total,Society, Family Nonsupport,1,1,1,0,1,1.0,1,0,-0.3953488372093023
26469, Washtenaw County Sheriff's Office Total,Society, Family Other,1,2,1,0,0,0.0,2,2,0
26470, Washtenaw County Sheriff's Office Total,Society, Commercialized Sex Assisting/Promoting Prostitution,0,0,0,0,0,0.0,0,1,-1
26471, Washtenaw County Sheriff's Office Total,Society, Liquor Violations Other,0,32,3,2,0,0.6666666666666666,32,30,0.06666666666666667
26472, Washtenaw County Sheriff's Office Total,Society, Drunkenness,0,0,0,0,0,0.0,0,1,-1
26473, Washtenaw County Sheriff's Office Total,Society, Weapons Offense Concealed,0,128,98,70,7,0.7857142857142857,128,91,0.4065934065934066
26474, Washtenaw County Sheriff's Office Total,Society, Weapons Offense Other,0,61,34,5,4,0.2647058823529412,61,60,0.016666666666666666
26475, Washtenaw County Sheriff's Office Total,Society, Disorderly Conduct,11,28,17,5,3,0.47058823529411764,28,33,-0.15151515151515152
26476, Washtenaw County Sheriff's Office Total,Society, Public Peace Other,11,14,11,0,1,0.09090909090909091,14,9,0.5555555555555556
26477, Washtenaw County Sheriff's Office Total,Society, OUIL or OUID,21,311,276,242,2,0.8840579710144928,311,252,0.23412698412698413
26478, Washtenaw County Sheriff's Office Total,Society, Trespass,8,61,36,7,11,0.5,61,61,0
26479, Washtenaw County Sheriff's Office Total,Society, Vagrancy,0,1,1,0,0,0.0,1,0,0
26480, Washtenaw County Sheriff's Office Total,Society, Animal Cruelty,0,9,8,1,1,0.25,9,9,0
26481, Washtenaw County Sheriff's Office Total,Society,,118,849,614,379,54,0.7052117263843648,849,812,0.04556650246305419
26482, Washtenaw County Sheriff's Office Total,All Other, Sex Offense Other,5,9,7,0,2,0.2857142857142857,9,11,-0.18181818181818182
26483, Washtenaw County Sheriff's Office Total,All Other, Obstructing Police,9,227,103,38,4,0.4077669902912621,227,193,0.17616580310880828
26484, Washtenaw County Sheriff's Office Total,All Other, Escape/Flight,0,32,30,27,0,0.9,32,40,-0.2
26485, Washtenaw County Sheriff's Office Total,All Other, Obstructing Justice,72,247,99,45,31,0.7676767676767676,247,223,0.10762331838565023
26486, Washtenaw County Sheriff's Office Total,All Other, Hit And Run Motor Vehicle Accident,15,14,10,0,2,0.2,14,23,-0.391304347826087
26487, Washtenaw County Sheriff's Office Total,All Other, Health And Safety,3,14,9,1,4,0.5555555555555556,14,20,-0.3
26488, Washtenaw County Sheriff's Office Total,All Other, Invasion of Privacy Other,1,1,1,0,1,1.0,1,0,-0.3
26489, Washtenaw County Sheriff's Office Total,All Other, Smuggling,0,10,0,0,0,0.0,10,4,1.5
26490, Washtenaw County Sheriff's Office Total,All Other, Election Laws,0,0,0,0,0,0.0,0,1,-1
26491, Washtenaw County Sheriff's Office Total,All Other, Conservation,0,0,0,0,0,0.0,0,3,-1
26492, Washtenaw County Sheriff's Office Total,All Other, Juvenile Runaway,0,94,89,0,78,0.8764044943820225,94,73,0.2876712328767123
26493, Washtenaw County Sheriff's Office Total,All Other, Miscellaneous Criminal Offense,18,31,28,0,8,0.2857142857142857,31,69,-0.5507246376811594
26494, Washtenaw County Sheriff's Office Total,All Other, Conspiracy (All Crimes),0,1,1,0,0,0.0,1,0,-0.5507246376811594
26495, Washtenaw County Sheriff's Office Total,All Other,,123,680,377,111,130,0.6392572944297082,680,660,0.030303030303030304
26496, Ann Arbor Police Department Total,All Other,,3461,4732,4385,985,7,0.22622576966932725,4813,4506,0.06813138038171328
26497, Ann Arbor Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),2,2,2,2,0,1.0,2,1,1
26498, Ann Arbor Police Department Total,Person, Kidnapping/Abduction,0,0,0,0,0,0.0,0,0,1
26499, Ann Arbor Police Department Total,Person, Parental Kidnapping,0,0,0,0,0,0.0,0,1,-1
26500, Ann Arbor Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,25,25,25,2,2,0.16,25,15,0.6666666666666666
26501, Ann Arbor Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,15,15,15,2,1,0.2,15,23,-0.34782608695652173
26502, Ann Arbor Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,7,7,7,1,0,0.14285714285714285,7,5,0.4
26503, Ann Arbor Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,7,7,7,0,0,0.0,7,7,0
26504, Ann Arbor Police Department Total,Person, Sexual Penetration Object CSC 1st,5,5,5,1,1,0.4,5,1,4
26505, Ann Arbor Police Department Total,Person, Sexual Penetration Object CSC 3rd,0,0,0,0,0,0.0,0,3,-1
26506, Ann Arbor Police Department Total,Person, Sexual Contact Forcible CSC 2nd,5,5,5,1,0,0.2,5,14,-0.6428571428571429
26507, Ann Arbor Police Department Total,Person, Sexual Contact Forcible CSC 4th,33,30,30,4,1,0.16666666666666666,33,12,1.75
26508, Ann Arbor Police Department Total,Person, Nonaggravated Assault,596,557,533,163,1,0.3076923076923077,596,533,0.11819887429643527
26509, Ann Arbor Police Department Total,Person, Aggravated/Felonious Assault,251,212,210,102,0,0.4857142857142857,251,208,0.20673076923076922
26510, Ann Arbor Police Department Total,Person, Intimidation/Stalking,99,100,96,9,0,0.09375,99,96,0.03125
26511, Ann Arbor Police Department Total,Person, Non,1,1,1,1,0,1.0,1,0,0.03125
26512, Ann Arbor Police Department Total,Person, Human Trafficking Involuntary Servitude,2,1,1,0,0,0.0,2,0,0.03125
26513, Ann Arbor Police Department Total,Person,,1048,967,937,288,6,0.3137673425827108,1048,919,0.14036996735582155
26514, Ann Arbor Police Department Total,Property, Robbery,33,30,29,9,0,0.3103448275862069,30,35,-0.14285714285714285
26515, Ann Arbor Police Department Total,Property, Carjacking,1,1,1,0,0,0.0,1,3,-0.6666666666666666
26516, Ann Arbor Police Department Total,Property, Arson,0,5,4,1,0,0.25,5,4,0.25
26517, Ann Arbor Police Department Total,Property, Extortion,10,11,10,0,0,0.0,11,12,-0.08333333333333333
26518, Ann Arbor Police Department Total,Property, Burglary Forced Entry,161,139,136,11,0,0.08088235294117647,139,115,0.20869565217391303
26519, Ann Arbor Police Department Total,Property, Burglary Entry Without Force (Intent),86,59,59,2,1,0.05084745762711865,59,48,0.22916666666666666
26520, Ann Arbor Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,14,13,13,1,0,0.07692307692307693,13,12,0.08333333333333333
26521, Ann Arbor Police Department Total,Property, Larceny Pocketpicking,5,5,5,0,0,0.0,5,3,0.6666666666666666
26522, Ann Arbor Police Department Total,Property, Larceny Pursesnatching,3,3,3,0,0,0.0,3,3,0
26523, Ann Arbor Police Department Total,Property, Larceny Theft from Building,194,210,210,5,0,0.023809523809523808,210,172,0.22093023255813954
26524, Ann Arbor Police Department Total,Property, Larceny Theft from Motor Vehicle,333,313,308,7,0,0.022727272727272728,313,427,-0.26697892271662765
26525, Ann Arbor Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,173,184,184,1,0,0.005434782608695652,184,68,1.7058823529411764
26526, Ann Arbor Police Department Total,Property, Larceny Other,486,511,508,6,0,0.011811023622047244,511,492,0.03861788617886179
26527, Ann Arbor Police Department Total,Property, Motor Vehicle Theft,75,92,77,7,0,0.09090909090909091,92,81,0.13580246913580246
26528, Ann Arbor Police Department Total,Property, Motor Vehicle as Stolen Property,3,3,3,2,0,0.6666666666666666,3,8,-0.625
26529, Ann Arbor Police Department Total,Property, Forgery/Counterfeiting,17,37,35,3,0,0.08571428571428572,37,59,-0.3728813559322034
26530, Ann Arbor Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,188,220,214,3,0,0.014018691588785047,220,234,-0.05982905982905983
26531, Ann Arbor Police Department Total,Property, Fraud Credit Card/ATM,57,66,59,4,0,0.06779661016949153,66,54,0.2222222222222222
26532, Ann Arbor Police Department Total,Property, Fraud Wire,9,12,11,0,0,0.0,12,9,0.3333333333333333
26533, Ann Arbor Police Department Total,Property, Fraud Bad Checks,6,16,15,1,0,0.06666666666666667,16,21,-0.23809523809523808
26534, Ann Arbor Police Department Total,Property, Fraud Identity Theft,121,121,119,0,0,0.0,121,243,-0.5020576131687243
26535, Ann Arbor Police Department Total,Property, Fraud Hacking/Computer Invasion,5,5,4,0,0,0.0,5,3,0.6666666666666666
26536, Ann Arbor Police Department Total,Property, Embezzlement,0,12,12,3,0,0.25,12,8,0.5
26537, Ann Arbor Police Department Total,Property, Stolen Property,6,5,4,2,0,0.5,5,20,-0.75
26538, Ann Arbor Police Department Total,Property, Damage To Property,237,378,311,21,0,0.06752411575562701,378,358,0.055865921787709494
26539, Ann Arbor Police Department Total,Property, Retail Fraud Misrepresentation,0,11,11,1,0,0.09090909090909091,11,5,1.2
26540, Ann Arbor Police Department Total,Property, Retail Fraud Theft,0,234,232,34,0,0.14655172413793102,234,231,0.012987012987012988
26541, Ann Arbor Police Department Total,Property, Retail Fraud Refund/Exchange,0,1,1,0,0,0.0,1,1,0
26542, Ann Arbor Police Department Total,Property, Retail Fraud Organized Crime,0,1,1,0,0,0.0,1,1,0
26543, Ann Arbor Police Department Total,Property,,2223,2698,2579,124,1,0.04846839860411012,2698,2730,-0.011721611721611722
26544, Ann Arbor Police Department Total,Society, Violation of Controlled Substance,0,66,46,30,0,0.6521739130434783,66,49,0.3469387755102041
26545, Ann Arbor Police Department Total,Society, Narcotic Equipment Violations,0,4,0,0,0,0.0,4,1,3
26546, Ann Arbor Police Department Total,Society, Peeping Tom,3,4,4,0,0,0.0,4,8,-0.5
26547, Ann Arbor Police Department Total,Society, Obscenity,0,7,7,0,0,0.0,7,5,0.4
26548, Ann Arbor Police Department Total,Society, Family Abuse/Neglect Nonviolent,32,27,25,1,0,0.04,27,21,0.2857142857142857
26549, Ann Arbor Police Department Total,Society, Family Other,1,2,2,0,0,0.0,2,3,-0.3333333333333333
26550, Ann Arbor Police Department Total,Society, Commercialized Sex Prostitution,0,1,0,0,0,0.0,1,0,-0.3333333333333333
26551, Ann Arbor Police Department Total,Society, Purchasing Prostitution,0,1,0,0,0,0.0,1,0,-0.3333333333333333
26552, Ann Arbor Police Department Total,Society, Liquor License Establishment,0,1,0,0,0,0.0,1,0,-0.3333333333333333
26553, Ann Arbor Police Department Total,Society, Liquor Violations Other,0,153,151,149,0,0.9867549668874173,153,33,3.6363636363636362
26554, Ann Arbor Police Department Total,Society, Weapons Offense Concealed,0,29,19,15,0,0.7894736842105263,29,15,0.9333333333333333
26555, Ann Arbor Police Department Total,Society, Weapons Offense Other,0,8,5,1,0,0.2,8,14,-0.42857142857142855
26556, Ann Arbor Police Department Total,Society, Disorderly Conduct,16,100,85,55,0,0.6470588235294118,100,82,0.21951219512195122
26557, Ann Arbor Police Department Total,Society, Public Peace Other,34,40,37,1,0,0.02702702702702703,40,50,-0.2
26558, Ann Arbor Police Department Total,Society, OUIL or OUID,1,176,165,157,0,0.9515151515151515,176,109,0.6146788990825688
26559, Ann Arbor Police Department Total,Society, Trespass,6,61,46,32,0,0.6956521739130435,61,88,-0.3068181818181818
26560, Ann Arbor Police Department Total,Society, Vagrancy,0,1,1,0,0,0.0,1,1,0
26561, Ann Arbor Police Department Total,Society, Animal Cruelty,0,3,3,0,0,0.0,3,5,-0.4
26562, Ann Arbor Police Department Total,Society,,93,684,596,441,0,0.7399328859060402,684,484,0.4132231404958678
26563, Ann Arbor Police Department Total,All Other, Justifiable Homicide,1,1,1,0,0,0.0,1,0,0.4132231404958678
26564, Ann Arbor Police Department Total,All Other, Sex Offense Other,11,20,14,2,0,0.14285714285714285,20,9,1.2222222222222223
26565, Ann Arbor Police Department Total,All Other, Obstructing Police,11,70,36,16,0,0.4444444444444444,70,52,0.34615384615384615
26566, Ann Arbor Police Department Total,All Other, Escape/Flight,0,3,2,1,0,0.5,3,0,0.34615384615384615
26567, Ann Arbor Police Department Total,All Other, Obstructing Justice,41,158,99,62,0,0.6262626262626263,158,161,-0.018633540372670808
26568, Ann Arbor Police Department Total,All Other, Hit And Run Motor Vehicle Accident,11,11,9,1,0,0.1111111111111111,11,8,0.375
